institution_name,original_programme_name,institution_id,programme_id,country,provider,classification,verified_programme_name,provider_native_programme_id,reason,binding_evidence,action
Institut national supérieur du professorat et de l'éducation - antenne de Laon,licence mention professorat des écoles,onisep-fr-stage1-005,81849649-f1a0-5dba-9010-16cfb9609bf3,FR,Onisep Idéo,VERIFIED_PROGRAMME,licence mention professorat des écoles,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.143423"", ""onisep_higher_ed.ENS code UAI"": ""0021952L""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0021952L; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.143423,KEEP_PRODUCTION
Institut national supérieur du professorat et de l'éducation - antenne de Laon,master mention enseignement et éducation - professorat des écoles,onisep-fr-stage1-005,6fb2e41e-4389-5d23-936f-113aef58afc1,FR,Onisep Idéo,VERIFIED_PROGRAMME,master mention enseignement et éducation - professorat des écoles,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.144733"", ""onisep_higher_ed.ENS code UAI"": ""0021952L""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0021952L; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.144733,KEEP_PRODUCTION
Institut universitaire de technologie de l'Aisne - Campus de Soissons,BUT carrières juridiques parcours entreprise et association,onisep-fr-stage1-006,f0e956c7-5c0a-57a4-b147-b8bd217d2514,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT carrières juridiques parcours entreprise et association,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.112777"", ""onisep_higher_ed.ENS code UAI"": ""0021958T""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0021958T; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.112777,KEEP_PRODUCTION
Institut universitaire de technologie de l'Aisne - Campus de Soissons,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,onisep-fr-stage1-006,0f970faf-fdf2-58c6-814b-8cf1fb584379,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.112524"", ""onisep_higher_ed.ENS code UAI"": ""0021958T""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0021958T; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.112524,KEEP_PRODUCTION
Institut universitaire de technologie de l'Aisne - Campus de Laon,BUT techniques de commercialisation parcours business développement et management de la relation client,onisep-fr-stage1-007,04bc0f72-add9-5031-9f73-893f3015f64e,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT techniques de commercialisation parcours business développement et management de la relation client,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.113570"", ""onisep_higher_ed.ENS code UAI"": ""0021964Z""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0021964Z; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.113570,KEEP_PRODUCTION
Institut universitaire de technologie de l'Aisne - Campus de Laon,BUT techniques de commercialisation parcours business international : achat et vente,onisep-fr-stage1-007,799e0634-fecf-5059-8a0b-3f628d588a9c,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT techniques de commercialisation parcours business international : achat et vente,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.113569"", ""onisep_higher_ed.ENS code UAI"": ""0021964Z""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0021964Z; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.113569,KEEP_PRODUCTION
Institut universitaire de technologie de l'Aisne - Campus de Saint-Quentin,BUT génie mécanique et productique parcours innovation pour l'industrie,onisep-fr-stage1-008,b42b75f5-3004-5009-8bcf-40a2f3438085,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT génie mécanique et productique parcours innovation pour l'industrie,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.113283"", ""onisep_higher_ed.ENS code UAI"": ""0021998L""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0021998L; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.113283,KEEP_PRODUCTION
Institut universitaire de technologie de l'Aisne - Campus de Saint-Quentin,"BUT génie chimique, génie des procédés parcours conception des procédés et innovation technologique",onisep-fr-stage1-008,b9aa04e3-0f33-518f-afbd-7a9e7479bafb,FR,Onisep Idéo,VERIFIED_PROGRAMME,"BUT génie chimique, génie des procédés parcours conception des procédés et innovation technologique","{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.112755"", ""onisep_higher_ed.ENS code UAI"": ""0021998L""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0021998L; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.112755,KEEP_PRODUCTION
Institut national supérieur du professorat et de l'éducation Clermont-Auvergne - site de Moulins,master mention enseignement et éducation - professorat des écoles,onisep-fr-stage1-009,20fb556f-e752-5d5d-b1fb-b7aa65c58ea4,FR,Onisep Idéo,VERIFIED_PROGRAMME,master mention enseignement et éducation - professorat des écoles,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.144623"", ""onisep_higher_ed.ENS code UAI"": ""0031032F""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0031032F; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.144623,KEEP_PRODUCTION
Institut national supérieur du professorat et de l'éducation Clermont-Auvergne - site de Moulins,licence mention professorat des écoles,onisep-fr-stage1-009,394c7037-53ca-5124-b1cb-c347f2f3c5a9,FR,Onisep Idéo,VERIFIED_PROGRAMME,licence mention professorat des écoles,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.143495"", ""onisep_higher_ed.ENS code UAI"": ""0031032F""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0031032F; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.143495,KEEP_PRODUCTION
IUT Clermont Auvergne - site de Moulins,"BUT techniques de commercialisation parcours marketing digital, e-business et entrepreneuriat",onisep-fr-stage1-010,4bc4287b-b630-55b7-bebb-1505a023ea61,FR,Onisep Idéo,VERIFIED_PROGRAMME,"BUT techniques de commercialisation parcours marketing digital, e-business et entrepreneuriat","{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.113222"", ""onisep_higher_ed.ENS code UAI"": ""0031060L""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0031060L; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.113222,KEEP_PRODUCTION
IUT Clermont Auvergne - site de Moulins,BUT techniques de commercialisation parcours business international : achat et vente,onisep-fr-stage1-010,8fdc5c4f-eace-5dd7-a0a2-85c3d9aeb144,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT techniques de commercialisation parcours business international : achat et vente,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.113224"", ""onisep_higher_ed.ENS code UAI"": ""0031060L""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0031060L; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.113224,KEEP_PRODUCTION
IUT Clermont Auvergne - site de Vichy,BUT métiers du multimédia et de l'internet parcours création numérique,onisep-fr-stage1-011,6bd2a8b8-9767-5c0b-9580-2c8fbda3c98b,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT métiers du multimédia et de l'internet parcours création numérique,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.112271"", ""onisep_higher_ed.ENS code UAI"": ""0031092W""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0031092W; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.112271,KEEP_PRODUCTION
IUT Clermont Auvergne - site de Vichy,BUT métiers du multimédia et de l'internet parcours stratégie de communication numérique et design d'expérience,onisep-fr-stage1-011,c8b582cd-d346-5415-8893-e40e62413526,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT métiers du multimédia et de l'internet parcours stratégie de communication numérique et design d'expérience,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.112270"", ""onisep_higher_ed.ENS code UAI"": ""0031092W""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0031092W; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.112270,KEEP_PRODUCTION
UFR Sciences et techniques des activités physiques et sportives - Antenne de Vichy,licence mention sciences et techniques des activités physiques et sportives éducation et motricité,onisep-fr-stage1-012,b2d3ccbf-2726-540d-9f02-a41883121b37,FR,Onisep Idéo,VERIFIED_PROGRAMME,licence mention sciences et techniques des activités physiques et sportives éducation et motricité,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.65894"", ""onisep_higher_ed.ENS code UAI"": ""0031121C""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0031121C; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.65894,KEEP_PRODUCTION
UFR Sciences et techniques des activités physiques et sportives - Antenne de Vichy,licence mention sciences et techniques des activités physiques et sportives activité physique adaptée et santé,onisep-fr-stage1-012,4e617a0f-c536-5347-956b-ba2cf24bc507,FR,Onisep Idéo,VERIFIED_PROGRAMME,licence mention sciences et techniques des activités physiques et sportives activité physique adaptée et santé,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.70416"", ""onisep_higher_ed.ENS code UAI"": ""0031121C""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0031121C; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.70416,KEEP_PRODUCTION
IUT Clermont Auvergne - site de Montluçon,BUT génie électrique et informatique industrielle parcours électricité et maîtrise de l'énergie,onisep-fr-stage1-013,4c35dae7-87c2-5354-824b-be18661a1765,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT génie électrique et informatique industrielle parcours électricité et maîtrise de l'énergie,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.113174"", ""onisep_higher_ed.ENS code UAI"": ""0031134S""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0031134S; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.113174,KEEP_PRODUCTION
IUT Clermont Auvergne - site de Montluçon,BUT métiers de la transition et de l'efficacité énergétiques parcours réalisation des installations énergétiques pour le bâtiment et l'industrie,onisep-fr-stage1-013,c71397c3-c640-5a07-9cb8-8f9d7f00b9a8,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT métiers de la transition et de l'efficacité énergétiques parcours réalisation des installations énergétiques pour le bâtiment et l'industrie,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.113069"", ""onisep_higher_ed.ENS code UAI"": ""0031134S""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0031134S; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.113069,KEEP_PRODUCTION
Institut national supérieur du professorat et de l'éducation - site de Digne-les-Bains,licence mention professorat des écoles,onisep-fr-stage1-014,d6cc8d77-c34f-5b12-a8d0-ab09479fe460,FR,Onisep Idéo,VERIFIED_PROGRAMME,licence mention professorat des écoles,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.143163"", ""onisep_higher_ed.ENS code UAI"": ""0040506D""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0040506D; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.143163,KEEP_PRODUCTION
Institut national supérieur du professorat et de l'éducation - site de Digne-les-Bains,master mention enseignement et éducation - professorat des écoles,onisep-fr-stage1-014,b24a96cd-0e71-58de-91fe-fd509593425f,FR,Onisep Idéo,VERIFIED_PROGRAMME,master mention enseignement et éducation - professorat des écoles,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.144771"", ""onisep_higher_ed.ENS code UAI"": ""0040506D""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0040506D; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.144771,KEEP_PRODUCTION
IUT d'Aix-Marseille - site de Digne-les-Bains,BUT génie biologique parcours sciences de l'environnement et écotechnologies,onisep-fr-stage1-015,c79f728c-33cc-5030-b778-40a823b3c17d,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT génie biologique parcours sciences de l'environnement et écotechnologies,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.113232"", ""onisep_higher_ed.ENS code UAI"": ""0040522W""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0040522W; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.113232,KEEP_PRODUCTION
IUT d'Aix-Marseille - site de Digne-les-Bains,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,onisep-fr-stage1-015,b71975da-c74a-5d2d-8e60-1ffed647fcee,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.112495"", ""onisep_higher_ed.ENS code UAI"": ""0040522W""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0040522W; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.112495,KEEP_PRODUCTION
IUT d'Aix-Marseille - site de Gap,"BUT gestion des entreprises et des administrations parcours gestion comptable, fiscale et financière",onisep-fr-stage1-016,5fb6c708-c086-5214-9871-88a376d13fda,FR,Onisep Idéo,VERIFIED_PROGRAMME,"BUT gestion des entreprises et des administrations parcours gestion comptable, fiscale et financière","{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.113183"", ""onisep_higher_ed.ENS code UAI"": ""0050604E""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0050604E; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.113183,KEEP_PRODUCTION
IUT d'Aix-Marseille - site de Gap,BUT gestion des entreprises et des administrations parcours gestion entrepreneuriat et management d'activités,onisep-fr-stage1-016,0bdcd270-f39d-573a-9d65-19d757eefc98,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT gestion des entreprises et des administrations parcours gestion entrepreneuriat et management d'activités,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.113184"", ""onisep_higher_ed.ENS code UAI"": ""0050604E""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0050604E; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.113184,KEEP_PRODUCTION
Institut d'administration des entreprises - Campus Saint-Jean d'Angely,master mention management et commerce international,onisep-fr-stage1-017,2936099d-411e-5963-8c62-27be8bb17202,FR,Onisep Idéo,VERIFIED_PROGRAMME,master mention management et commerce international,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.86439"", ""onisep_higher_ed.ENS code UAI"": ""0060636J""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0060636J; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.86439,KEEP_PRODUCTION
Institut d'administration des entreprises - Campus Saint-Jean d'Angely,master mention management,onisep-fr-stage1-017,067b77ac-c8fa-5719-9f3e-3cd6d2318b38,FR,Onisep Idéo,VERIFIED_PROGRAMME,master mention management,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.27629"", ""onisep_higher_ed.ENS code UAI"": ""0060636J""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0060636J; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.27629,KEEP_PRODUCTION
IUT Nice Côte d'Azur - site de Nice,"BUT informatique parcours réalisation d'applications : conception, développement, validation",onisep-fr-stage1-018,c544e49f-37e4-5f5e-9ffb-f89d91caafda,FR,Onisep Idéo,VERIFIED_PROGRAMME,"BUT informatique parcours réalisation d'applications : conception, développement, validation","{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.114889"", ""onisep_higher_ed.ENS code UAI"": ""0060914L""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0060914L; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.114889,KEEP_PRODUCTION
IUT Nice Côte d'Azur - site de Nice,BUT gestion des entreprises et des administrations parcours gestion et pilotage des ressources humaines,onisep-fr-stage1-018,2bd8d0f8-2222-53ab-96c6-cdf12dfdca2d,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT gestion des entreprises et des administrations parcours gestion et pilotage des ressources humaines,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.112165"", ""onisep_higher_ed.ENS code UAI"": ""0060914L""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0060914L; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.112165,KEEP_PRODUCTION
"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, Stephen Liégeard",licence mention professorat des écoles,onisep-fr-stage1-019,97423fc0-45e9-51e2-a731-0ca88961b85f,FR,Onisep Idéo,VERIFIED_PROGRAMME,licence mention professorat des écoles,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.143561"", ""onisep_higher_ed.ENS code UAI"": ""0061551D""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0061551D; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.143561,KEEP_PRODUCTION
"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, Stephen Liégeard",master mention enseignement et éducation - professorat des écoles,onisep-fr-stage1-019,f4f878c2-17b2-5cd3-bf41-335ff38646af,FR,Onisep Idéo,VERIFIED_PROGRAMME,master mention enseignement et éducation - professorat des écoles,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.144776"", ""onisep_higher_ed.ENS code UAI"": ""0061551D""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0061551D; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.144776,KEEP_PRODUCTION
IUT Nice Côte d'Azur- Site de Sophia-Antipolis,BUT réseaux et télécommunications parcours cybersécurité,onisep-fr-stage1-020,eab1fd00-32ca-5cd9-81cb-b1cd97519540,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT réseaux et télécommunications parcours cybersécurité,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.112335"", ""onisep_higher_ed.ENS code UAI"": ""0061817T""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0061817T; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.112335,KEEP_PRODUCTION
IUT Nice Côte d'Azur- Site de Sophia-Antipolis,BUT réseaux et télécommunications parcours internet des objets et mobilité,onisep-fr-stage1-020,b2e631c1-b970-54ea-be38-4a8e3378752a,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT réseaux et télécommunications parcours internet des objets et mobilité,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.112336"", ""onisep_higher_ed.ENS code UAI"": ""0061817T""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0061817T; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.112336,KEEP_PRODUCTION
IUT Nice Côte d'Azur - Site de Menton,BUT carrières sociales parcours animation sociale et socio-culturelle,onisep-fr-stage1-021,e0732994-091e-5f76-92ac-3b0830ad9969,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT carrières sociales parcours animation sociale et socio-culturelle,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.111962"", ""onisep_higher_ed.ENS code UAI"": ""0061887U""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0061887U; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.111962,KEEP_PRODUCTION
IUT Nice Côte d'Azur - Site de Menton,BUT carrières sociales parcours éducation spécialisée,onisep-fr-stage1-021,d3eed547-9c02-5f1a-aa92-86592188de66,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT carrières sociales parcours éducation spécialisée,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.111961"", ""onisep_higher_ed.ENS code UAI"": ""0061887U""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0061887U; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.111961,KEEP_PRODUCTION
"Campus Carlone Lettres, Arts et Sciences humaines","licence mention langues, littératures et civilisations étrangères et régionales",onisep-fr-stage1-022,19e02a28-bc70-55c1-9b7d-cac9d5fb648e,FR,Onisep Idéo,VERIFIED_PROGRAMME,"licence mention langues, littératures et civilisations étrangères et régionales","{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.29090"", ""onisep_higher_ed.ENS code UAI"": ""0061975P""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0061975P; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.29090,KEEP_PRODUCTION
"Campus Carlone Lettres, Arts et Sciences humaines",licence mention histoire,onisep-fr-stage1-022,5d6d82c7-4eae-5e59-850c-4fdc44bc1b9e,FR,Onisep Idéo,VERIFIED_PROGRAMME,licence mention histoire,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.2859"", ""onisep_higher_ed.ENS code UAI"": ""0061975P""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0061975P; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.2859,KEEP_PRODUCTION
École polytechnique universitaire de l'Université Côte d'Azur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité informatique,onisep-fr-stage1-023,9f97224e-b2bd-5a6f-9b0e-f6a539fd3230,FR,Onisep Idéo,VERIFIED_PROGRAMME,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité informatique,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.15903"", ""onisep_higher_ed.ENS code UAI"": ""0062020N""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0062020N; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.15903,KEEP_PRODUCTION
École polytechnique universitaire de l'Université Côte d'Azur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,onisep-fr-stage1-023,0cebda89-86b8-5e41-88f9-480c86db3248,FR,Onisep Idéo,VERIFIED_PROGRAMME,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Côte d'Azur spécialité robotique,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.133396"", ""onisep_higher_ed.ENS code UAI"": ""0062020N""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0062020N; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.133396,KEEP_PRODUCTION
EURECOM,master mention réseaux et télécommunication,onisep-fr-stage1-024,08ea5a7f-063b-5254-9e20-af26223b6208,FR,Onisep Idéo,VERIFIED_PROGRAMME,master mention réseaux et télécommunication,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.32269"", ""onisep_higher_ed.ENS code UAI"": ""0062022R""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0062022R; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.32269,KEEP_PRODUCTION
EURECOM,master mention informatique,onisep-fr-stage1-024,ceec9355-9c45-56cb-a776-d302dd78bb57,FR,Onisep Idéo,VERIFIED_PROGRAMME,master mention informatique,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.2878"", ""onisep_higher_ed.ENS code UAI"": ""0062022R""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0062022R; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.2878,KEEP_PRODUCTION
CESI école d'ingénieurs - campus de Nice,diplôme d'ingénieur du CESI,onisep-fr-stage1-025,3e73f74a-32b2-5791-bced-eab789f0add1,FR,Onisep Idéo,VERIFIED_PROGRAMME,diplôme d'ingénieur du CESI,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.53373"", ""onisep_higher_ed.ENS code UAI"": ""0062104E""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0062104E; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.53373,KEEP_PRODUCTION
CESI école d'ingénieurs - campus de Nice,diplôme d'ingénieur du CESI spécialité informatique,onisep-fr-stage1-025,23a1be45-6364-5f9d-aaaf-2dfa117a3fc9,FR,Onisep Idéo,VERIFIED_PROGRAMME,diplôme d'ingénieur du CESI spécialité informatique,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.61732"", ""onisep_higher_ed.ENS code UAI"": ""0062104E""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0062104E; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.61732,KEEP_PRODUCTION
"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, George V","master mention métiers de l'enseignement, de l'éducation et de la formation - pratiques et ingénierie de la formation",onisep-fr-stage1-026,49ca4019-1bf2-5b5c-983d-1c96b71efea6,FR,Onisep Idéo,VERIFIED_PROGRAMME,"master mention métiers de l'enseignement, de l'éducation et de la formation - pratiques et ingénierie de la formation","{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.131278"", ""onisep_higher_ed.ENS code UAI"": ""0062109K""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0062109K; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.131278,KEEP_PRODUCTION
"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, George V",master mention enseignement et éducation - professorat du second degré,onisep-fr-stage1-026,4da6f840-9e62-5e39-a2b7-ebc0aea392ef,FR,Onisep Idéo,VERIFIED_PROGRAMME,master mention enseignement et éducation - professorat du second degré,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.144879"", ""onisep_higher_ed.ENS code UAI"": ""0062109K""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0062109K; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.144879,KEEP_PRODUCTION
IUT Nice Côte d'Azur - Site de Cannes,BUT information-communication parcours journalisme,onisep-fr-stage1-027,4cedbd6a-eda3-5e11-ad37-9bdcf3746650,FR,Onisep Idéo,VERIFIED_PROGRAMME,BUT information-communication parcours journalisme,"{""onisep_higher_ed.Action de Formation (AF) identifiant Onisep"": ""AF.112759"", ""onisep_higher_ed.ENS code UAI"": ""0062211W""}",source-native programme identifier and deterministic identity binding,onisep_higher_ed.ENS code UAI=0062211W; onisep_higher_ed.Action de Formation (AF) identifiant Onisep=AF.112759,KEEP_PRODUCTION
